gene	knum
gene_6703	K18697
gene_6704	K18696
gene_6705	K18695
gene_6706	K18694
gene_6707	K18693
gene_6708	K18692
gene_6709	K18691
gene_6710	K18690
gene_6711	K18689
gene_6712	K18688
gene_6713	K18687
gene_6714	K18686
gene_6715	K18685
gene_6716	K18684
gene_6717	K18683
gene_6718	K18682
gene_6719	K18681
gene_6720	K18680
gene_6721	K18679
gene_6722	K18678
gene_6723	K18677
gene_6724	K18676
gene_6725	K18675
gene_6726	K18674
gene_6727	K18673
gene_6728	K18672
gene_6729	K18671
gene_6730	K18670
gene_6731	K18669
gene_6732	K18668
gene_6733	K18667
gene_6734	K18666
gene_6735	K18665
gene_6736	K18664
gene_6737	K18663
gene_6738	K18662
gene_6739	K18661
gene_6740	K18660
gene_6741	K18659
gene_6742	K18658
gene_6743	K18657
gene_6744	K18656
gene_6745	K18655
gene_6746	K18654
gene_6747	K18653
gene_6748	K18652
gene_6749	K18651
gene_6750	K18650
gene_6751	K18649
gene_6752	K18648
gene_6753	K18647
gene_6754	K18646
gene_6755	K18645
gene_6756	K18644
gene_6757	K18643
gene_6758	K18642
gene_6759	K18641
gene_6760	K18640
gene_6761	K18639
gene_6762	K18638
gene_6763	K18637
gene_6764	K18636
gene_6765	K18635
gene_6766	K18634
gene_6767	K18633
gene_6768	K18632
gene_6769	K18631
gene_6770	K18630
gene_6771	K18629
gene_6772	K18628
gene_6773	K18627
gene_6774	K18626
gene_6775	K18625
gene_6776	K18624
gene_6777	K18623
gene_6778	K18622
gene_6779	K18621
gene_6780	K18620
gene_6781	K18619
gene_6782	K18618
gene_6783	K18617
gene_6784	K18616
gene_6785	K18615
gene_6786	K18614
gene_6787	K18613
gene_6788	K18612
gene_6789	K18611
gene_6790	K18610
gene_6791	K18609
gene_6792	K18608
gene_6793	K18607
gene_6794	K18606
gene_6795	K18605
gene_6796	K18604
gene_6797	K18603
gene_6798	K18602
gene_6799	K18601
gene_6800	K18600
gene_6801	K18599
gene_6802	K18598
gene_6803	K18597
gene_6804	K18596
gene_6805	K18595
gene_6806	K18594
gene_6807	K18593
gene_6808	K18592
gene_6809	K18591
gene_6810	K18590
gene_6811	K18589
gene_6812	K18588
gene_6813	K18587
gene_6814	K18586
gene_6815	K18585
gene_6816	K18584
gene_6817	K18583
gene_6818	K18582
gene_6819	K18581
gene_6820	K18580
gene_6821	K18579
gene_6822	K18578
gene_6823	K18577
gene_6824	K18576
gene_6825	K18575
gene_6826	K18574
gene_6827	K18573
gene_6828	K18572
gene_6829	K18571
gene_6830	K18570
gene_6831	K18569
gene_6832	K18568
gene_6833	K18567
gene_6834	K18566
gene_6835	K18565
gene_6836	K18564
gene_6837	K18563
gene_6838	K18562
gene_6839	K18561
gene_6840	K18560
gene_6841	K18559
gene_6842	K18558
gene_6843	K18557
gene_6844	K18556
gene_6845	K18555
gene_6846	K18554
gene_6847	K18553
gene_6848	K18552
gene_6849	K18551
gene_6850	K18550
gene_6851	K18549
gene_6852	K18548
gene_6853	K18547
gene_6854	K18546
gene_6855	K18545
gene_6856	K18544
gene_6857	K18543
gene_6858	K18542
gene_6859	K18541
gene_6860	K18540
gene_6861	K18539
gene_6862	K18538
gene_6863	K18537
gene_6864	K18536
gene_6865	K18535
gene_6866	K18534
gene_6867	K18533
gene_6868	K18532
gene_6869	K18531
gene_6870	K18530
gene_6871	K18529
gene_6872	K18528
gene_6873	K18527
gene_6874	K18526
gene_6875	K18525
gene_6876	K18524
gene_6877	K18523
gene_6878	K18522
gene_6879	K18521
gene_6880	K18520
gene_6881	K18519
gene_6882	K18518
gene_6883	K18517
gene_6884	K18516
gene_6885	K18515
gene_6886	K18514
gene_6887	K18513
gene_6888	K18512
gene_6889	K18511
gene_6890	K18510
gene_6891	K18509
gene_6892	K18508
gene_6893	K18507
gene_6894	K18506
gene_6895	K18505
gene_6896	K18504
gene_6897	K18503
gene_6898	K18502
gene_6899	K18501
gene_6900	K18500
gene_6901	K18499
gene_6902	K18498
gene_6903	K18497
gene_6904	K18496
gene_6905	K18495
gene_6906	K18494
gene_6907	K18493
gene_6908	K18492
gene_6909	K18491
gene_6910	K18490
gene_6911	K18489
gene_6912	K18488
gene_6913	K18487
gene_6914	K18486
gene_6915	K18485
gene_6916	K18484
gene_6917	K18483
gene_6918	K18482
gene_6919	K18481
gene_6920	K18480
gene_6921	K18479
gene_6922	K18478
gene_6923	K18477
gene_6924	K18476
gene_6925	K18475
gene_6926	K18474
gene_6927	K18473
gene_6928	K18472
gene_6929	K18471
gene_6930	K18470
gene_6931	K18469
gene_6932	K18468
gene_6933	K18467
gene_6934	K18466
gene_6935	K18465
gene_6936	K18464
gene_6937	K18463
gene_6938	K18462
gene_6939	K18461
gene_6940	K18460
gene_6941	K18459
gene_6942	K18458
gene_6943	K18457
gene_6944	K18456
gene_6945	K18455
gene_6946	K18454
gene_6947	K18453
gene_6948	K18452
gene_6949	K18451
gene_6950	K18450
gene_6951	K18449
gene_6952	K18448
gene_6953	K18447
gene_6954	K18446
gene_6955	K18445
gene_6956	K18444
gene_6957	K18443
gene_6958	K18442
gene_6959	K18441
gene_6960	K18440
gene_6961	K18439
gene_6962	K18438
gene_6963	K18437
gene_6964	K18436
gene_6965	K18435
gene_6966	K18434
gene_6967	K18433
gene_6968	K18432
gene_6969	K18431
gene_6970	K18430
gene_6971	K18429
gene_6972	K18428
gene_6973	K18427
gene_6974	K18426
gene_6975	K18425
gene_6976	K18424
gene_6977	K18423
gene_6978	K18422
gene_6979	K18421
gene_6980	K18420
gene_6981	K18419
gene_6982	K18418
gene_6983	K18417
gene_6984	K18416
gene_6985	K18415
gene_6986	K18414
gene_6987	K18413
gene_6988	K18412
gene_6989	K18411
gene_6990	K18410
gene_6991	K18409
gene_6992	K18408
gene_6993	K18407
gene_6994	K18406
gene_6995	K18405
gene_6996	K18404
gene_6997	K18403
gene_6998	K18402
gene_6999	K18401
gene_7000	K18400
gene_7001	K18399
gene_7002	K18398
gene_7003	K18397
gene_7004	K18396
gene_7005	K18395
gene_7006	K18394
gene_7007	K18393
gene_7008	K18392
gene_7009	K18391
gene_7010	K18390
gene_7011	K18389
gene_7012	K18388
gene_7013	K18387
gene_7014	K18386
gene_7015	K18385
gene_7016	K18384
gene_7017	K18383
gene_7018	K18382
gene_7019	K18381
gene_7020	K18380
gene_7021	K18379
gene_7022	K18378
gene_7023	K18377
gene_7024	K18376
gene_7025	K18375
gene_7026	K18374
gene_7027	K18373
gene_7028	K18372
gene_7029	K18371
gene_7030	K18370
gene_7031	K18369
gene_7032	K18368
gene_7033	K18367
gene_7034	K18366
gene_7035	K18365
gene_7036	K18364
gene_7037	K18363
gene_7038	K18362
gene_7039	K18361
gene_7040	K18360
gene_7041	K18359
gene_7042	K18358
gene_7043	K18357
gene_7044	K18356
gene_7045	K18355
gene_7046	K18354
gene_7047	K18353
gene_7048	K18352
gene_7049	K18351
gene_7050	K18350
gene_7051	K18349
gene_7052	K18348
gene_7053	K18347
gene_7054	K18346
gene_7055	K18345
gene_7056	K18344
gene_7057	K18343
gene_7058	K18342
gene_7059	K18341
gene_7060	K18340
gene_7061	K18339
gene_7062	K18338
gene_7063	K18337
gene_7064	K18336
gene_7065	K18335
gene_7066	K18334
gene_7067	K18333
gene_7068	K18332
gene_7069	K18331
gene_7070	K18330
gene_7071	K18329
gene_7072	K18328
gene_7073	K18327
gene_7074	K18326
gene_7075	K18325
gene_7076	K18324
gene_7077	K18323
gene_7078	K18322
gene_7079	K18321
gene_7080	K18320
gene_7081	K18319
gene_7082	K18318
gene_7083	K18317
gene_7084	K18316
gene_7085	K18315
gene_7086	K18314
gene_7087	K18313
gene_7088	K18312
gene_7089	K18311
gene_7090	K18310
gene_7091	K18309
gene_7092	K18308
gene_7093	K18307
gene_7094	K18306
gene_7095	K18305
gene_7096	K18304
gene_7097	K18303
gene_7098	K18302
gene_7099	K18301
gene_7100	K18300
gene_7101	K18299
gene_7102	K18298
gene_7103	K18297
gene_7104	K18296
gene_7105	K18295
gene_7106	K18294
gene_7107	K18293
gene_7108	K18292
gene_7109	K18291
gene_7110	K18290
gene_7111	K18289
gene_7112	K18288
gene_7113	K18287
gene_7114	K18286
gene_7115	K18285
gene_7116	K18284
gene_7117	K18283
gene_7118	K18282
gene_7119	K18281
gene_7120	K18280
gene_7121	K18279
gene_7122	K18278
gene_7123	K18277
gene_7124	K18276
gene_7125	K18275
gene_7126	K18274
gene_7127	K18273
gene_7128	K18272
gene_7129	K18271
gene_7130	K18270
gene_7131	K18269
gene_7132	K18268
gene_7133	K18267
gene_7134	K18266
gene_7135	K18265
gene_7136	K18264
gene_7137	K18263
gene_7138	K18262
gene_7139	K18261
gene_7140	K18260
gene_7141	K18259
gene_7142	K18258
gene_7143	K18257
gene_7144	K18256
gene_7145	K18255
gene_7146	K18254
gene_7147	K18253
gene_7148	K18252
gene_7149	K18251
gene_7150	K18250
gene_7151	K18249
gene_7152	K18248
gene_7153	K18247
gene_7154	K18246
gene_7155	K18245
gene_7156	K18244
gene_7157	K18243
gene_7158	K18242
gene_7159	K18241
gene_7160	K18240
gene_7161	K18239
gene_7162	K18237
gene_7163	K18236
gene_7164	K18235
gene_7165	K18234
gene_7166	K18233
gene_7167	K18232
gene_7168	K18231
gene_7169	K18230
gene_7170	K18229
gene_7171	K18228
gene_7172	K18227
gene_7173	K18226
gene_7174	K18225
gene_7175	K18224
gene_7176	K18223
gene_7177	K18222
gene_7178	K18221
gene_7179	K18220
gene_7180	K18219
gene_7181	K18218
gene_7182	K18217
gene_7183	K18216
gene_7184	K18215
gene_7185	K18214
gene_7186	K18213
gene_7187	K18212
gene_7188	K18211
gene_7189	K18210
gene_7190	K18209
gene_7191	K18208
gene_7192	K18207
gene_7193	K18206
gene_7194	K18205
gene_7195	K18204
gene_7196	K18203
gene_7197	K18202
gene_7198	K18201
gene_7199	K18200
gene_7200	K18199
gene_7201	K18198
gene_7202	K18197
gene_7203	K18196
gene_7204	K18195
gene_7205	K18194
gene_7206	K18193
gene_7207	K18192
gene_7208	K18191
gene_7209	K18190
gene_7210	K18189
gene_7211	K18188
gene_7212	K18187
gene_7213	K18186
gene_7214	K18185
gene_7215	K18184
gene_7216	K18183
gene_7217	K18182
gene_7218	K18181
gene_7219	K18180
gene_7220	K18179
gene_7221	K18178
gene_7222	K18177
gene_7223	K18176
gene_7224	K18175
gene_7225	K18174
gene_7226	K18173
gene_7227	K18172
gene_7228	K18171
gene_7229	K18170
gene_7230	K18169
gene_7231	K18168
gene_7232	K18167
gene_7233	K18166
gene_7234	K18165
gene_7235	K18164
gene_7236	K18163
gene_7237	K18162
gene_7238	K18161
gene_7239	K18160
gene_7240	K18159
gene_7241	K18158
gene_7242	K18157
gene_7243	K18156
gene_7244	K18155
gene_7245	K18154
gene_7246	K18153
gene_7247	K18152
gene_7248	K18151
gene_7249	K18150
gene_7250	K18149
gene_7251	K18148
gene_7252	K18147
gene_7253	K18146
gene_7254	K18145
gene_7255	K18144
gene_7256	K18143
gene_7257	K18142
gene_7258	K18141
gene_7259	K18140
gene_7260	K18139
gene_7261	K18138
gene_7262	K18137
gene_7263	K18136
gene_7264	K18135
gene_7265	K18134
gene_7266	K18133
gene_7267	K18132
gene_7268	K18131
gene_7269	K18130
gene_7270	K18129
gene_7271	K18128
gene_7272	K18127
gene_7273	K18126
gene_7274	K18125
gene_7275	K18124
gene_7276	K18123
gene_7277	K18122
gene_7278	K18121
gene_7279	K18120
gene_7280	K18119
gene_7281	K18118
gene_7282	K18117
gene_7283	K18116
gene_7284	K18115
gene_7285	K18114
gene_7286	K18113
gene_7287	K18112
gene_7288	K18111
gene_7289	K18110
gene_7290	K18109
gene_7291	K18108
gene_7292	K18107
gene_7293	K18106
gene_7294	K18105
gene_7295	K18104
gene_7296	K18103
gene_7297	K18102
gene_7298	K18101
gene_7299	K18100
gene_7300	K18099
gene_7301	K18098
gene_7302	K18097
gene_7303	K18096
gene_7304	K18095
gene_7305	K18094
gene_7306	K18093
gene_7307	K18092
gene_7308	K18091
gene_7309	K18090
gene_7310	K18089
gene_7311	K18088
gene_7312	K18087
gene_7313	K18086
gene_7314	K18085
gene_7315	K18084
gene_7316	K18083
gene_7317	K18082
gene_7318	K18081
gene_7319	K18080
gene_7320	K18079
gene_7321	K18078
gene_7322	K18077
gene_7323	K18076
gene_7324	K18075
gene_7325	K18074
gene_7326	K18073
gene_7327	K18072
gene_7328	K18071
gene_7329	K18070
gene_7330	K18069
gene_7331	K18068
gene_7332	K18067
gene_7333	K18066
gene_7334	K18065
gene_7335	K18064
gene_7336	K18063
gene_7337	K18062
gene_7338	K18061
gene_7339	K18060
gene_7340	K18059
gene_7341	K18058
gene_7342	K18057
gene_7343	K18056
gene_7344	K18055
gene_7345	K18054
gene_7346	K18053
gene_7347	K18052
gene_7348	K18051
gene_7349	K18050
gene_7350	K18049
gene_7351	K18048
gene_7352	K18047
gene_7353	K18046
gene_7354	K18045
gene_7355	K18044
gene_7356	K18043
gene_7357	K18042
gene_7358	K18041
gene_7359	K18040
gene_7360	K18039
gene_7361	K18038
gene_7362	K18037
gene_7363	K18036
gene_7364	K18035
gene_7365	K18034
gene_7366	K18033
gene_7367	K18032
gene_7368	K18031
gene_7369	K18030
gene_7370	K18029
gene_7371	K18028
gene_7372	K18027
gene_7373	K18026
gene_7374	K18025
gene_7375	K18024
gene_7376	K18023
gene_7377	K18022
gene_7378	K18021
gene_7379	K18020
gene_7380	K18019
gene_7381	K18018
gene_7382	K18017
gene_7383	K18016
gene_7384	K18015
gene_7385	K18014
gene_7386	K18013
gene_7387	K18012
gene_7388	K18011
gene_7389	K18010
gene_7390	K18009
gene_7391	K18008
gene_7392	K18007
gene_7393	K18006
gene_7394	K18005
gene_7395	K18004
gene_7396	K18003
gene_7397	K18002
gene_7398	K18001
gene_7399	K18000
gene_7400	K17999
gene_7401	K17998
gene_7402	K17997
gene_7403	K17996
gene_7404	K17995
gene_7405	K17994
gene_7406	K17993
gene_7407	K17992
gene_7408	K17991
gene_7409	K17990
gene_7410	K17989
gene_7411	K17988
gene_7412	K17987
gene_7413	K17986
gene_7414	K17985
gene_7415	K17984
gene_7416	K17983
gene_7417	K17982
gene_7418	K17981
gene_7419	K17980
gene_7420	K17979
gene_7421	K17978
gene_7422	K17977
gene_7423	K17976
gene_7424	K17975
gene_7425	K17974
gene_7426	K17973
gene_7427	K17972
gene_7428	K17971
gene_7429	K17970
gene_7430	K17969
gene_7431	K17968
gene_7432	K17967
gene_7433	K17966
gene_7434	K17965
gene_7435	K17964
gene_7436	K17963
gene_7437	K17962
gene_7438	K17961
gene_7439	K17960
gene_7440	K17958
gene_7441	K17953
gene_7442	K17952
gene_7443	K17951
gene_7444	K17950
gene_7445	K17949
gene_7446	K17948
gene_7447	K17947
gene_7448	K17946
gene_7449	K17945
gene_7450	K17944
gene_7451	K17943
gene_7452	K17942
gene_7453	K17941
gene_7454	K17940
gene_7455	K17939
gene_7456	K17938
gene_7457	K17937
gene_7458	K17936
gene_7459	K17935
gene_7460	K17934
gene_7461	K17933
gene_7462	K17932
gene_7463	K17931
gene_7464	K17930
gene_7465	K17929
gene_7466	K17928
gene_7467	K17927
gene_7468	K17926
gene_7469	K17925
gene_7470	K17924
gene_7471	K17923
gene_7472	K17922
gene_7473	K17921
gene_7474	K17920
gene_7475	K17919
gene_7476	K17918
gene_7477	K17917
gene_7478	K17916
gene_7479	K17915
gene_7480	K17914
gene_7481	K17913
gene_7482	K17912
gene_7483	K17911
gene_7484	K17910
gene_7485	K17909
gene_7486	K17908
gene_7487	K17907
gene_7488	K17906
gene_7489	K17905
gene_7490	K17904
gene_7491	K17903
gene_7492	K17902
gene_7493	K17901
gene_7494	K17900
gene_7495	K17899
gene_7496	K17898
gene_7497	K17897
gene_7498	K17896
gene_7499	K17895
gene_7500	K17894
gene_7501	K17893
gene_7502	K17892
gene_7503	K17891
gene_7504	K17890
gene_7505	K17889
gene_7506	K17888
gene_7507	K17887
gene_7508	K17886
gene_7509	K17885
gene_7510	K17884
gene_7511	K17883
gene_7512	K17882
gene_7513	K17881
gene_7514	K17880
gene_7515	K17879
gene_7516	K17878
gene_7517	K17877
gene_7518	K17876
gene_7519	K17875
gene_7520	K17874
gene_7521	K17873
gene_7522	K17872
gene_7523	K17871
gene_7524	K17870
gene_7525	K17869
gene_7526	K17868
gene_7527	K17867
gene_7528	K17866
gene_7529	K17865
gene_7530	K17864
gene_7531	K17863
gene_7532	K17862
gene_7533	K17861
gene_7534	K17854
gene_7535	K17853
gene_7536	K17852
gene_7537	K17851
gene_7538	K17850
gene_7539	K17849
gene_7540	K17848
gene_7541	K17847
gene_7542	K17846
gene_7543	K17845
gene_7544	K17844
gene_7545	K17843
gene_7546	K17842
gene_7547	K17841
gene_7548	K17840
gene_7549	K17839
gene_7550	K17838
gene_7551	K17837
gene_7552	K17836
gene_7553	K17835
gene_7554	K17834
gene_7555	K17833
gene_7556	K17832
gene_7557	K17831
gene_7558	K17830
gene_7559	K17829
gene_7560	K17828
gene_7561	K17827
gene_7562	K17826
gene_7563	K17825
gene_7564	K17824
gene_7565	K17823
gene_7566	K17822
gene_7567	K17821
gene_7568	K17820
gene_7569	K17819
gene_7570	K17818
gene_7571	K17817
gene_7572	K17816
gene_7573	K17815
gene_7574	K17814
gene_7575	K17813
gene_7576	K17812
gene_7577	K17811
gene_7578	K17810
gene_7579	K17809
gene_7580	K17808
gene_7581	K17807
gene_7582	K17806
gene_7583	K17805
gene_7584	K17804
gene_7585	K17803
gene_7586	K17802
gene_7587	K17801
gene_7588	K17800
gene_7589	K17799
gene_7590	K17798
gene_7591	K17797
gene_7592	K17796
gene_7593	K17795
gene_7594	K17794
gene_7595	K17793
gene_7596	K17792
gene_7597	K17791
gene_7598	K17790
gene_7599	K17789
gene_7600	K17788
gene_7601	K17787
gene_7602	K17786
gene_7603	K17785
gene_7604	K17784
gene_7605	K17783
gene_7606	K17782
gene_7607	K17781
gene_7608	K17780
gene_7609	K17779
gene_7610	K17778
gene_7611	K17777
gene_7612	K17776
gene_7613	K17775
gene_7614	K17774
gene_7615	K17773
gene_7616	K17772
gene_7617	K17771
gene_7618	K17770
gene_7619	K17769
gene_7620	K17768
gene_7621	K17767
gene_7622	K17766
gene_7623	K17765
gene_7624	K17764
gene_7625	K17763
gene_7626	K17762
gene_7627	K17761
gene_7628	K17760
gene_7629	K17759
gene_7630	K17758
gene_7631	K17757
gene_7632	K17756
gene_7633	K17755
gene_7634	K17754
gene_7635	K17753
gene_7636	K17752
gene_7637	K17751
gene_7638	K17750
gene_7639	K17749
gene_7640	K17748
gene_7641	K17747
gene_7642	K17746
gene_7643	K17745
gene_7644	K17744
gene_7645	K17743
gene_7646	K17742
gene_7647	K17741
gene_7648	K17740
gene_7649	K17739
gene_7650	K17738
gene_7651	K17737
gene_7652	K17736
gene_7653	K17735
gene_7654	K17734
gene_7655	K17733
gene_7656	K17732
gene_7657	K17731
gene_7658	K17730
gene_7659	K17729
gene_7660	K17728
gene_7661	K17726
gene_7662	K17725
gene_7663	K17724
gene_7664	K17723
gene_7665	K17722
gene_7666	K17721
gene_7667	K17720
gene_7668	K17719
gene_7669	K17718
gene_7670	K17717
gene_7671	K17716
gene_7672	K17715
gene_7673	K17714
gene_7674	K17713
gene_7675	K17712
gene_7676	K17711
gene_7677	K17710
gene_7678	K17709
gene_7679	K17708
gene_7680	K17707
gene_7681	K17706
gene_7682	K17705
gene_7683	K17704
gene_7684	K17703
gene_7685	K17702
gene_7686	K17701
gene_7687	K17700
gene_7688	K17699
gene_7689	K17698
gene_7690	K17697
gene_7691	K17696
gene_7692	K17695
gene_7693	K17694
gene_7694	K17693
gene_7695	K17692
gene_7696	K17691
gene_7697	K17690
gene_7698	K17689
gene_7699	K17687
gene_7700	K17686
gene_7701	K17685
gene_7702	K17683
gene_7703	K17682
gene_7704	K17681
gene_7705	K17680
gene_7706	K17679
gene_7707	K17678
gene_7708	K17677
gene_7709	K17676
gene_7710	K17675
gene_7711	K17674
gene_7712	K17673
gene_7713	K17672
gene_7714	K17671
gene_7715	K17670
gene_7716	K17669
gene_7717	K17668
gene_7718	K17667
gene_7719	K17666
gene_7720	K17665
gene_7721	K17664
gene_7722	K17663
gene_7723	K17662
gene_7724	K17661
gene_7725	K17660
gene_7726	K17659
gene_7727	K17658
gene_7728	K17657
gene_7729	K17656
gene_7730	K17655
gene_7731	K17654
gene_7732	K17653
gene_7733	K17652
gene_7734	K17651
gene_7735	K17650
gene_7736	K17649
gene_7737	K17648
gene_7738	K17647
gene_7739	K17646
gene_7740	K17645
gene_7741	K17644
gene_7742	K17643
gene_7743	K17642
gene_7744	K17641
gene_7745	K17640
gene_7746	K17639
gene_7747	K17638
gene_7748	K17637
gene_7749	K17636
gene_7750	K17635
gene_7751	K17634
gene_7752	K17633
gene_7753	K17632
gene_7754	K17631
gene_7755	K17630
gene_7756	K17626
gene_7757	K17625
gene_7758	K17624
gene_7759	K17623
gene_7760	K17622
gene_7761	K17621
gene_7762	K17620
gene_7763	K17619
gene_7764	K17618
gene_7765	K17617
gene_7766	K17616
gene_7767	K17615
gene_7768	K17614
gene_7769	K17613
gene_7770	K17612
gene_7771	K17611
gene_7772	K17610
gene_7773	K17609
gene_7774	K17608
gene_7775	K17607
gene_7776	K17606
gene_7777	K17605
gene_7778	K17604
gene_7779	K17603
gene_7780	K17602
gene_7781	K17601
gene_7782	K17600
gene_7783	K17599
gene_7784	K17598
gene_7785	K17597
gene_7786	K17596
gene_7787	K17595
gene_7788	K17594
gene_7789	K17593
gene_7790	K17592
gene_7791	K17591
gene_7792	K17590
gene_7793	K17589
gene_7794	K17588
gene_7795	K17587
gene_7796	K17586
gene_7797	K17584
gene_7798	K17583
gene_7799	K17582
gene_7800	K17581
gene_7801	K17580
gene_7802	K17579
gene_7803	K17578
gene_7804	K17577
gene_7805	K17576
gene_7806	K17575
gene_7807	K17574
gene_7808	K17573
gene_7809	K17572
gene_7810	K17571
gene_7811	K17570
gene_7812	K17569
gene_7813	K17568
gene_7814	K17567
gene_7815	K17566
gene_7816	K17565
gene_7817	K17564
gene_7818	K17563
gene_7819	K17562
gene_7820	K17561
gene_7821	K17560
gene_7822	K17559
gene_7823	K17558
gene_7824	K17557
gene_7825	K17556
gene_7826	K17555
gene_7827	K17554
gene_7828	K17553
gene_7829	K17552
gene_7830	K17551
gene_7831	K17550
gene_7832	K17549
gene_7833	K17548
gene_7834	K17547
gene_7835	K17546
gene_7836	K17545
gene_7837	K17544
gene_7838	K17543
gene_7839	K17542
gene_7840	K17541
gene_7841	K17540
gene_7842	K17539
gene_7843	K17538
gene_7844	K17537
gene_7845	K17536
gene_7846	K17535
gene_7847	K17534
gene_7848	K17533
gene_7849	K17532
gene_7850	K17531
gene_7851	K17530
gene_7852	K17529
gene_7853	K17528
gene_7854	K17527
gene_7855	K17526
gene_7856	K17525
gene_7857	K17524
gene_7858	K17523
gene_7859	K17522
gene_7860	K17521
gene_7861	K17520
gene_7862	K17519
gene_7863	K17518
gene_7864	K17517
gene_7865	K17516
gene_7866	K17515
gene_7867	K17514
gene_7868	K17513
gene_7869	K17512
gene_7870	K17511
gene_7871	K17510
gene_7872	K17509
gene_7873	K17508
gene_7874	K17507
gene_7875	K17506
gene_7876	K17505
gene_7877	K17504
gene_7878	K17503
gene_7879	K17502
gene_7880	K17501
gene_7881	K17500
gene_7882	K17499
gene_7883	K17498
gene_7884	K17497
gene_7885	K17496
gene_7886	K17495
gene_7887	K17494
gene_7888	K17493
gene_7889	K17492
gene_7890	K17491
gene_7891	K17490
gene_7892	K17489
gene_7893	K17488
gene_7894	K17487
gene_7895	K17486
gene_7896	K17485
gene_7897	K17484
gene_7898	K17483
gene_7899	K17482
gene_7900	K17481
gene_7901	K17480
gene_7902	K17479
gene_7903	K17478
gene_7904	K17477
gene_7905	K17476
gene_7906	K17475
gene_7907	K17474
gene_7908	K17473
gene_7909	K17472
gene_7910	K17471
gene_7911	K17470
gene_7912	K17469
gene_7913	K17468
gene_7914	K17467
gene_7915	K17466
gene_7916	K17465
gene_7917	K17464
gene_7918	K17463
gene_7919	K17462
gene_7920	K17461
gene_7921	K17460
gene_7922	K17459
gene_7923	K17458
gene_7924	K17457
gene_7925	K17456
gene_7926	K17455
gene_7927	K17454
gene_7928	K17453
gene_7929	K17452
gene_7930	K17451
gene_7931	K17450
gene_7932	K17449
gene_7933	K17448
gene_7934	K17447
gene_7935	K17446
gene_7936	K17445
gene_7937	K17444
gene_7938	K17443
gene_7939	K17442
gene_7940	K17441
gene_7941	K17440
gene_7942	K17439
gene_7943	K17438
gene_7944	K17437
gene_7945	K17436
gene_7946	K17435
gene_7947	K17434
gene_7948	K17433
gene_7949	K17432
gene_7950	K17431
gene_7951	K17430
