HighestModule	HigherModule	Module	KO
Energy metabolism	Methane metabolism	M00356 Methanogenesis, methanol => methane (19)  (complete 3/3)	K03388
Energy metabolism	Methane metabolism	M00356 Methanogenesis, methanol => methane (19)  (complete 3/3)	K03389
Energy metabolism	Methane metabolism	M00356 Methanogenesis, methanol => methane (19)  (complete 3/3)	K03390
Energy metabolism	Methane metabolism	M00356 Methanogenesis, methanol => methane (19)  (complete 3/3)	K04480
Energy metabolism	Methane metabolism	M00356 Methanogenesis, methanol => methane (19)  (complete 3/3)	K08264
Energy metabolism	Methane metabolism	M00356 Methanogenesis, methanol => methane (19)  (complete 3/3)	K08265
Energy metabolism	Methane metabolism	M00356 Methanogenesis, methanol => methane (19)  (complete 3/3)	K14080
Energy metabolism	Methane metabolism	M00356 Methanogenesis, methanol => methane (19)  (complete 3/3)	K14081
Energy metabolism	Methane metabolism	M00356 Methanogenesis, methanol => methane (19)  (complete 3/3)	K14126
Energy metabolism	Methane metabolism	M00356 Methanogenesis, methanol => methane (19)  (complete 3/3)	K14127
Energy metabolism	Methane metabolism	M00356 Methanogenesis, methanol => methane (19)  (complete 3/3)	K14128
Energy metabolism	Methane metabolism	M00356 Methanogenesis, methanol => methane (19)  (complete 3/3)	K22480
Energy metabolism	Methane metabolism	M00356 Methanogenesis, methanol => methane (19)  (complete 3/3)	K22481
Energy metabolism	Methane metabolism	M00356 Methanogenesis, methanol => methane (19)  (complete 3/3)	K22482
Energy metabolism	Methane metabolism	M00356 Methanogenesis, methanol => methane (19)  (complete 3/3)	K22516
Energy metabolism	Methane metabolism	M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane (23)  (complete 4/4)	K00125
Energy metabolism	Methane metabolism	M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane (23)  (complete 4/4)	K00399
Energy metabolism	Methane metabolism	M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane (23)  (complete 4/4)	K00401
Energy metabolism	Methane metabolism	M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane (23)  (complete 4/4)	K00402
Energy metabolism	Methane metabolism	M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane (23)  (complete 4/4)	K03388
Energy metabolism	Methane metabolism	M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane (23)  (complete 4/4)	K03389
Energy metabolism	Methane metabolism	M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane (23)  (complete 4/4)	K03390
Energy metabolism	Methane metabolism	M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane (23)  (complete 4/4)	K08264
Energy metabolism	Methane metabolism	M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane (23)  (complete 4/4)	K08265
Energy metabolism	Methane metabolism	M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane (23)  (complete 4/4)	K14082
Energy metabolism	Methane metabolism	M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane (23)  (complete 4/4)	K14083
Energy metabolism	Methane metabolism	M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane (23)  (complete 4/4)	K14084
Energy metabolism	Methane metabolism	M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane (23)  (complete 4/4)	K14126
Energy metabolism	Methane metabolism	M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane (23)  (complete 4/4)	K14127
Energy metabolism	Methane metabolism	M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane (23)  (complete 4/4)	K14128
Energy metabolism	Methane metabolism	M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane (23)  (complete 4/4)	K16176
Energy metabolism	Methane metabolism	M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane (23)  (complete 4/4)	K16177
Energy metabolism	Methane metabolism	M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane (23)  (complete 4/4)	K16178
Energy metabolism	Methane metabolism	M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane (23)  (complete 4/4)	K16179
Energy metabolism	Methane metabolism	M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane (23)  (complete 4/4)	K22480
Energy metabolism	Methane metabolism	M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane (23)  (complete 4/4)	K22481
Energy metabolism	Methane metabolism	M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane (23)  (complete 4/4)	K22482
Energy metabolism	Methane metabolism	M00563 Methanogenesis, methylamine/dimethylamine/trimethylamine => methane (23)  (complete 4/4)	K22516
Energy metabolism	Methane metabolism	M00358 Coenzyme M biosynthesis (5)  (complete 4/4)	K05884
Energy metabolism	Methane metabolism	M00358 Coenzyme M biosynthesis (5)  (complete 4/4)	K05979
Energy metabolism	Methane metabolism	M00358 Coenzyme M biosynthesis (5)  (complete 4/4)	K06034
Energy metabolism	Methane metabolism	M00358 Coenzyme M biosynthesis (5)  (complete 4/4)	K08097
Energy metabolism	Methane metabolism	M00358 Coenzyme M biosynthesis (5)  (complete 4/4)	K13039
Energy metabolism	Methane metabolism	M00608 2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate (4)  (complete 3/3)	K10977
Energy metabolism	Methane metabolism	M00608 2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate (4)  (complete 3/3)	K10978
Energy metabolism	Methane metabolism	M00608 2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate (4)  (complete 3/3)	K16792
Energy metabolism	Methane metabolism	M00608 2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate (4)  (complete 3/3)	K16793
Energy metabolism	Methane metabolism	M00174 Methane oxidation, methanotroph, methane => formaldehyde (12)  (complete 2/2)	K10944
Energy metabolism	Methane metabolism	M00174 Methane oxidation, methanotroph, methane => formaldehyde (12)  (complete 2/2)	K10945
Energy metabolism	Methane metabolism	M00174 Methane oxidation, methanotroph, methane => formaldehyde (12)  (complete 2/2)	K10946
Energy metabolism	Methane metabolism	M00174 Methane oxidation, methanotroph, methane => formaldehyde (12)  (complete 2/2)	K14028
Energy metabolism	Methane metabolism	M00174 Methane oxidation, methanotroph, methane => formaldehyde (12)  (complete 2/2)	K14029
Energy metabolism	Methane metabolism	M00174 Methane oxidation, methanotroph, methane => formaldehyde (12)  (complete 2/2)	K16157
Energy metabolism	Methane metabolism	M00174 Methane oxidation, methanotroph, methane => formaldehyde (12)  (complete 2/2)	K16158
Energy metabolism	Methane metabolism	M00174 Methane oxidation, methanotroph, methane => formaldehyde (12)  (complete 2/2)	K16159
Energy metabolism	Methane metabolism	M00174 Methane oxidation, methanotroph, methane => formaldehyde (12)  (complete 2/2)	K16160
Energy metabolism	Methane metabolism	M00174 Methane oxidation, methanotroph, methane => formaldehyde (12)  (complete 2/2)	K16161
Energy metabolism	Methane metabolism	M00174 Methane oxidation, methanotroph, methane => formaldehyde (12)  (complete 2/2)	K16162
Energy metabolism	Methane metabolism	M00174 Methane oxidation, methanotroph, methane => formaldehyde (12)  (complete 2/2)	K23995
Energy metabolism	Methane metabolism	M00346 Formaldehyde assimilation, serine pathway (10)  (complete 9/9)	K00018
Energy metabolism	Methane metabolism	M00346 Formaldehyde assimilation, serine pathway (10)  (complete 9/9)	K00024
Energy metabolism	Methane metabolism	M00346 Formaldehyde assimilation, serine pathway (10)  (complete 9/9)	K00600
Energy metabolism	Methane metabolism	M00346 Formaldehyde assimilation, serine pathway (10)  (complete 9/9)	K00830
Energy metabolism	Methane metabolism	M00346 Formaldehyde assimilation, serine pathway (10)  (complete 9/9)	K01595
Energy metabolism	Methane metabolism	M00346 Formaldehyde assimilation, serine pathway (10)  (complete 9/9)	K01689
Energy metabolism	Methane metabolism	M00346 Formaldehyde assimilation, serine pathway (10)  (complete 9/9)	K08691
Energy metabolism	Methane metabolism	M00346 Formaldehyde assimilation, serine pathway (10)  (complete 9/9)	K08692
Energy metabolism	Methane metabolism	M00346 Formaldehyde assimilation, serine pathway (10)  (complete 9/9)	K11529
Energy metabolism	Methane metabolism	M00346 Formaldehyde assimilation, serine pathway (10)  (complete 9/9)	K14067
Energy metabolism	Methane metabolism	M00345 Formaldehyde assimilation, ribulose monophosphate pathway (7)  (complete 3/3)	K00850
Energy metabolism	Methane metabolism	M00345 Formaldehyde assimilation, ribulose monophosphate pathway (7)  (complete 3/3)	K01624
Energy metabolism	Methane metabolism	M00345 Formaldehyde assimilation, ribulose monophosphate pathway (7)  (complete 3/3)	K08093
Energy metabolism	Methane metabolism	M00345 Formaldehyde assimilation, ribulose monophosphate pathway (7)  (complete 3/3)	K08094
Energy metabolism	Methane metabolism	M00345 Formaldehyde assimilation, ribulose monophosphate pathway (7)  (complete 3/3)	K13812
Energy metabolism	Methane metabolism	M00345 Formaldehyde assimilation, ribulose monophosphate pathway (7)  (complete 3/3)	K13831
Energy metabolism	Methane metabolism	M00345 Formaldehyde assimilation, ribulose monophosphate pathway (7)  (complete 3/3)	K16370
Energy metabolism	Methane metabolism	M00344 Formaldehyde assimilation, xylulose monophosphate pathway (4)  (complete 4/4)	K00863
Energy metabolism	Methane metabolism	M00344 Formaldehyde assimilation, xylulose monophosphate pathway (4)  (complete 4/4)	K01624
Energy metabolism	Methane metabolism	M00344 Formaldehyde assimilation, xylulose monophosphate pathway (4)  (complete 4/4)	K03841
Energy metabolism	Methane metabolism	M00344 Formaldehyde assimilation, xylulose monophosphate pathway (4)  (complete 4/4)	K17100
Energy metabolism	Methane metabolism	M00378 F420 biosynthesis, archaea (5)  (complete 4/4)	K11212
Energy metabolism	Methane metabolism	M00378 F420 biosynthesis, archaea (5)  (complete 4/4)	K11780
Energy metabolism	Methane metabolism	M00378 F420 biosynthesis, archaea (5)  (complete 4/4)	K11781
Energy metabolism	Methane metabolism	M00378 F420 biosynthesis, archaea (5)  (complete 4/4)	K12234
Energy metabolism	Methane metabolism	M00378 F420 biosynthesis, archaea (5)  (complete 4/4)	K14941
Energy metabolism	Methane metabolism	M00935 Methanofuran biosynthesis (6)  (complete 6/6)	K06914
Energy metabolism	Methane metabolism	M00935 Methanofuran biosynthesis (6)  (complete 6/6)	K07072
Energy metabolism	Methane metabolism	M00935 Methanofuran biosynthesis (6)  (complete 6/6)	K07144
Energy metabolism	Methane metabolism	M00935 Methanofuran biosynthesis (6)  (complete 6/6)	K09733
Energy metabolism	Methane metabolism	M00935 Methanofuran biosynthesis (6)  (complete 6/6)	K18933
Energy metabolism	Methane metabolism	M00935 Methanofuran biosynthesis (6)  (complete 6/6)	K19793
Energy metabolism	Methane metabolism	M00422 Acetyl-CoA pathway, CO2 => acetyl-CoA (5)  (complete 2/2)	K00192
Energy metabolism	Methane metabolism	M00422 Acetyl-CoA pathway, CO2 => acetyl-CoA (5)  (complete 2/2)	K00193
Energy metabolism	Methane metabolism	M00422 Acetyl-CoA pathway, CO2 => acetyl-CoA (5)  (complete 2/2)	K00194
Energy metabolism	Methane metabolism	M00422 Acetyl-CoA pathway, CO2 => acetyl-CoA (5)  (complete 2/2)	K00195
Energy metabolism	Methane metabolism	M00422 Acetyl-CoA pathway, CO2 => acetyl-CoA (5)  (complete 2/2)	K00197
Energy metabolism	Nitrogen metabolism	M00175 Nitrogen fixation, nitrogen => ammonia (8)  (complete 1/1)	K00531
Energy metabolism	Nitrogen metabolism	M00175 Nitrogen fixation, nitrogen => ammonia (8)  (complete 1/1)	K02586
Energy metabolism	Nitrogen metabolism	M00175 Nitrogen fixation, nitrogen => ammonia (8)  (complete 1/1)	K02588
Energy metabolism	Nitrogen metabolism	M00175 Nitrogen fixation, nitrogen => ammonia (8)  (complete 1/1)	K02591
Energy metabolism	Nitrogen metabolism	M00175 Nitrogen fixation, nitrogen => ammonia (8)  (complete 1/1)	K22896
Energy metabolism	Nitrogen metabolism	M00175 Nitrogen fixation, nitrogen => ammonia (8)  (complete 1/1)	K22897
Energy metabolism	Nitrogen metabolism	M00175 Nitrogen fixation, nitrogen => ammonia (8)  (complete 1/1)	K22898
Energy metabolism	Nitrogen metabolism	M00175 Nitrogen fixation, nitrogen => ammonia (8)  (complete 1/1)	K22899
Energy metabolism	Nitrogen metabolism	M00531 Assimilatory nitrate reduction, nitrate => ammonia (6)  (complete 2/2)	K00360
Energy metabolism	Nitrogen metabolism	M00531 Assimilatory nitrate reduction, nitrate => ammonia (6)  (complete 2/2)	K00366
Energy metabolism	Nitrogen metabolism	M00531 Assimilatory nitrate reduction, nitrate => ammonia (6)  (complete 2/2)	K00367
Energy metabolism	Nitrogen metabolism	M00531 Assimilatory nitrate reduction, nitrate => ammonia (6)  (complete 2/2)	K00372
Energy metabolism	Nitrogen metabolism	M00531 Assimilatory nitrate reduction, nitrate => ammonia (6)  (complete 2/2)	K10534
Energy metabolism	Nitrogen metabolism	M00531 Assimilatory nitrate reduction, nitrate => ammonia (6)  (complete 2/2)	K17877
Energy metabolism	Nitrogen metabolism	M00530 Dissimilatory nitrate reduction, nitrate => ammonia (9)  (complete 2/2)	K00362
Energy metabolism	Nitrogen metabolism	M00530 Dissimilatory nitrate reduction, nitrate => ammonia (9)  (complete 2/2)	K00363
Energy metabolism	Nitrogen metabolism	M00530 Dissimilatory nitrate reduction, nitrate => ammonia (9)  (complete 2/2)	K00370
Energy metabolism	Nitrogen metabolism	M00530 Dissimilatory nitrate reduction, nitrate => ammonia (9)  (complete 2/2)	K00371
Energy metabolism	Nitrogen metabolism	M00530 Dissimilatory nitrate reduction, nitrate => ammonia (9)  (complete 2/2)	K00374
Energy metabolism	Nitrogen metabolism	M00530 Dissimilatory nitrate reduction, nitrate => ammonia (9)  (complete 2/2)	K02567
Energy metabolism	Nitrogen metabolism	M00530 Dissimilatory nitrate reduction, nitrate => ammonia (9)  (complete 2/2)	K02568
Energy metabolism	Nitrogen metabolism	M00530 Dissimilatory nitrate reduction, nitrate => ammonia (9)  (complete 2/2)	K03385
Energy metabolism	Nitrogen metabolism	M00530 Dissimilatory nitrate reduction, nitrate => ammonia (9)  (complete 2/2)	K15876
Energy metabolism	Nitrogen metabolism	M00529 Denitrification, nitrate => nitrogen (10)  (complete 4/4)	K00368
Energy metabolism	Nitrogen metabolism	M00529 Denitrification, nitrate => nitrogen (10)  (complete 4/4)	K00370
Energy metabolism	Nitrogen metabolism	M00529 Denitrification, nitrate => nitrogen (10)  (complete 4/4)	K00371
Energy metabolism	Nitrogen metabolism	M00529 Denitrification, nitrate => nitrogen (10)  (complete 4/4)	K00374
Energy metabolism	Nitrogen metabolism	M00529 Denitrification, nitrate => nitrogen (10)  (complete 4/4)	K00376
Energy metabolism	Nitrogen metabolism	M00529 Denitrification, nitrate => nitrogen (10)  (complete 4/4)	K02305
Energy metabolism	Nitrogen metabolism	M00529 Denitrification, nitrate => nitrogen (10)  (complete 4/4)	K02567
Energy metabolism	Nitrogen metabolism	M00529 Denitrification, nitrate => nitrogen (10)  (complete 4/4)	K02568
Energy metabolism	Nitrogen metabolism	M00529 Denitrification, nitrate => nitrogen (10)  (complete 4/4)	K04561
Energy metabolism	Nitrogen metabolism	M00529 Denitrification, nitrate => nitrogen (10)  (complete 4/4)	K15864
Energy metabolism	Nitrogen metabolism	M00528 Nitrification, ammonia => nitrite (4)  (complete 2/2)	K10535
Energy metabolism	Nitrogen metabolism	M00528 Nitrification, ammonia => nitrite (4)  (complete 2/2)	K10944
Energy metabolism	Nitrogen metabolism	M00528 Nitrification, ammonia => nitrite (4)  (complete 2/2)	K10945
Energy metabolism	Nitrogen metabolism	M00528 Nitrification, ammonia => nitrite (4)  (complete 2/2)	K10946
Energy metabolism	Nitrogen metabolism	M00804 Complete nitrification, comammox, ammonia => nitrite => nitrate (6)  (complete 3/3)	K00370
Energy metabolism	Nitrogen metabolism	M00804 Complete nitrification, comammox, ammonia => nitrite => nitrate (6)  (complete 3/3)	K00371
Energy metabolism	Nitrogen metabolism	M00804 Complete nitrification, comammox, ammonia => nitrite => nitrate (6)  (complete 3/3)	K10535
Energy metabolism	Nitrogen metabolism	M00804 Complete nitrification, comammox, ammonia => nitrite => nitrate (6)  (complete 3/3)	K10944
Energy metabolism	Nitrogen metabolism	M00804 Complete nitrification, comammox, ammonia => nitrite => nitrate (6)  (complete 3/3)	K10945
Energy metabolism	Nitrogen metabolism	M00804 Complete nitrification, comammox, ammonia => nitrite => nitrate (6)  (complete 3/3)	K10946
Energy metabolism	Sulfur metabolism	M00176 Assimilatory sulfate reduction, sulfate => H2S (10)  (complete 3/3)	K00380
Energy metabolism	Sulfur metabolism	M00176 Assimilatory sulfate reduction, sulfate => H2S (10)  (complete 3/3)	K00381
Energy metabolism	Sulfur metabolism	M00176 Assimilatory sulfate reduction, sulfate => H2S (10)  (complete 3/3)	K00390
Energy metabolism	Sulfur metabolism	M00176 Assimilatory sulfate reduction, sulfate => H2S (10)  (complete 3/3)	K00392
Energy metabolism	Sulfur metabolism	M00176 Assimilatory sulfate reduction, sulfate => H2S (10)  (complete 3/3)	K00860
Energy metabolism	Sulfur metabolism	M00176 Assimilatory sulfate reduction, sulfate => H2S (10)  (complete 3/3)	K00955
Energy metabolism	Sulfur metabolism	M00176 Assimilatory sulfate reduction, sulfate => H2S (10)  (complete 3/3)	K00956
Energy metabolism	Sulfur metabolism	M00176 Assimilatory sulfate reduction, sulfate => H2S (10)  (complete 3/3)	K00957
Energy metabolism	Sulfur metabolism	M00176 Assimilatory sulfate reduction, sulfate => H2S (10)  (complete 3/3)	K00958
Energy metabolism	Sulfur metabolism	M00176 Assimilatory sulfate reduction, sulfate => H2S (10)  (complete 3/3)	K13811
Energy metabolism	Sulfur metabolism	M00596 Dissimilatory sulfate reduction, sulfate => H2S (5)  (complete 3/3)	K00394
